...1,page,page_id,post_id,post_text,comment_id,text,tags,sentimiento
28,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,863727545460922,"Hacen lo de siempre, ganar y ganar y  entregar el título","deportes, manudos, invictos, competencias.

deportes, manudos, invictos, competencias.", Positivo
29,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,1026148782004871,"Puede llegar a tener hasta 20, si los árbitros siempre le ayudan como lo hicieron contra San Carlos.","deportes, manudos, partidos_invictos, competencias.", Neutro.
30,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,738802548073612,En diciembre se detienen eso es todos los años hasta ahí llegan,"deportes, manudos, partidos, invicto, competiciones.", neutro
31,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,680739773927471,La fase final,"deportes, manudos, partidos, invictos, competencias.", neutro
32,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,689680082587642,Mañana Cartago,"deportes, manudos, invicto, competencias.

deportes, manudos, invicto, competencias.",Neutro
33,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,210755021988949,Queremos CAMPEONATO 🙄🙄🙄🙄🙄,"deportes, los manudos, invictos, competencias.",Negativo
34,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,1518397262239260,En La Final Del Campeonato Hasta Ahí les da la Cuerda,"deportes, manudos, partidos invictos, competiciones.", Neutro
35,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,531420735808664,Como lo profesores a lo último entregan el titulo,"deportes, manudos, partidos invictos, competencias", Neutro
36,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,737898024865977,🤦🏽‍♂️🤷🏽‍♂️,"deportes, manudos, invictos, competencias","

Neutro."
37,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,1005101970623795,Las finales,"deportes, manudos, invictos, competencias.

deportes, manudos, invictos, competencias.", neutro
38,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,793878302531653,"Cual sea que llegue a la final, ese de fijo los detiene.","deportes, manudos, invictos, competiciones.

deportes, manudos, invictos, competiciones.",Neutro
39,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,266391742940147,La final,"deportes, los manudos, invictos, competencias.

deportes, los manudos, invictos, competencias.",Neutro
40,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,688607539869355,Ya final saprissa campeón..,"deportes, invictos, competencias", Positivo
41,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,2933467006788392,La final es lo que los detienen,"deportes, los manudos, invictos, competiciones. 

deportes, los manudos, invictos, competiciones, partidos.",Negativo
42,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,3524818757786403,Un título de los últimos 20,"deportes, manudos, invictos, competencias.

deportes, manudos, invictos, competencias","

Neutro."
43,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,2713144912158572,Ya sabemos cuales va a ser el final 🤷🏽‍♂️,"deportes, partidos, invictos, competencias.",Neutro
44,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,1036256754487222,Ernesto Pineda,"deportes, manudos, partidos invictos, competencias.", Neutro
45,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,1014670042903521,13  es  31  y  no  pueden  pasar  de  esa  cabala,"deportes, manudos, invictos, competiciones", neutro
46,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,325819333150961,Cualquiera en semifinales,"deportes, manudos, invictos, competencias. 

deportes, manudos, invictos, competencias", neutro
47,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,237083772665652,8 de Malajuela y 1 de Matus.,"deportes, manudos, partidos invictos, competencias.", Neutro
48,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,687364746235946,El CSC mañana,"deportes, manudos, victorias, competiciones", neutro
49,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,1505935983491835,Los cuartos de final.que quedan como dalmatas,"deportes, partidos, invictos, competiciones.",Neutro
50,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,3543164055968558,Se detienen solos en las finales,"deportes, manudos, invictos, competencias.", Neutro
51,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,977663820187134,El Real Esteli,"deportes, manudos, competencias, invictos", neutro
52,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,790854352798539,No se diga más,"deportes, invictos, competencias.", Neutro
53,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,1487519088754400,Luego le da canillera en la final.,"deportes, manudos, partidos, invictos, competencias.",Neutro
54,facebook,100064249467077,4a16d5cb823c0b7164b5df462d378628,Deportes: Los manudos suman 13 partidos invictos en todas las competiciones.,211388798602084,Lo mismo de siempre,"deportes, manudos, partidos invictos, competencias.", Neutro
55,facebook,100064249467077,c1773fe34afa72100f3ded4525085b36,El cuerpo fue hallado esta noche en el sector de Hacienda Vieja.,269150962733852,Steven Gustavo Canton,"hacienda vieja, cuerpo, hallado, noche.", Neutro
56,facebook,100064249467077,2d32f7ac94bf370dcf7550ab2fd0da95,Constitucionalistas consideran que decreto es contrario a los principios establecidos en la Carta Magna.,992898828612194,Y más adelante .... A pagar los platos rotos todos los mortales.,"decreto, carta magna, constitucionalistas, principios, ley.", Neutro
57,facebook,100064249467077,2d32f7ac94bf370dcf7550ab2fd0da95,Constitucionalistas consideran que decreto es contrario a los principios establecidos en la Carta Magna.,304954002184967,"Para variar, otra pifia de este gobierno. ! De verdad que este gobierno va a tener que recibir clases de educación cívica.","constitución, principios, decreto, carta magna.",Negativo
58,facebook,100064249467077,2d32f7ac94bf370dcf7550ab2fd0da95,Constitucionalistas consideran que decreto es contrario a los principios establecidos en la Carta Magna.,2162709037403951,Después los Chavistas arremeten contra SALA CONSTITUCIONAL. Sin analizar de adónde proviene el problema.,"
carta magna, constitucionalistas, decreto, principios, legislación.",Negativo
59,facebook,100064249467077,2d32f7ac94bf370dcf7550ab2fd0da95,Constitucionalistas consideran que decreto es contrario a los principios establecidos en la Carta Magna.,325950993224858,Para nada sirven en zapote,"decreto, principios constitutionales, carta magna, constitucionalistas", Negativo
60,facebook,100064249467077,2d32f7ac94bf370dcf7550ab2fd0da95,Constitucionalistas consideran que decreto es contrario a los principios establecidos en la Carta Magna.,254404154229402,Estos reglamentos el creador de sala cuarta el señor corrales se arrepintió de haberlo echo lo ha dicho más de una vez,"constitucionalismo, decreto, principio constitucional, carta magna.",Negativo
61,facebook,100064249467077,6751194e7d8673c26f71738fae4507db,Deportes: La Albiceleste ganó 0-3.,1119759225649573,"Eso no es golear, menos con un equipo que es casi último lugar en Sur América","
deportes, la albiceleste, ganar, fútbol",Negativo
62,facebook,100064249467077,6751194e7d8673c26f71738fae4507db,Deportes: La Albiceleste ganó 0-3.,271850809113760,Que Bolivia siga en la paz.,"argentinos, deportes, fútbol, la albiceleste, victoria", Positivo
63,facebook,100064249467077,6751194e7d8673c26f71738fae4507db,Deportes: La Albiceleste ganó 0-3.,785624750234473,Que milagro que esa barbie no estaba,"deportes, la albiceleste, ganar", Neutro.
64,facebook,100064249467077,05a73061eda73873201ee134a307359e,Deportes: Don Juvenal Rodríguez agradeció las muestras de apoyo tras la muerte de su hijo.,2433205500192062,Estela Salazar,"deportes, don juvenal rodriguez, muerte, apoyo",Neutro
65,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,957132925374204,Ningún temor les genera. Han de estar deseando que se salgan más que allá todo lo que se mueva y se arrastra se lo comen y se lo chupetean.,"inundación, clima, desastre, desbordamiento, infraestructura", neutro.
66,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,1366868224181207,Más bien an durado mucho ahorita los hacen en arroz🤣🤣,"inundación, desastre natural, elementos, prevención, riesgos.", Negativo
67,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,807566917781388,"En C.R. los llevan a los lagos y ríos 🤭y los defienden 🤷🏽‍♂️, mientras en estados hay temporada de caza y todos ganan😉, se aprende de ellos y se controlan. Nada del otro mundo","inundación, desastre natural, alcance mundial, crecimiento de agua, prevención.", Neutro
68,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,269282499375886,El planeta de los cocodrilos 🐊,"inundación, desastre natural, protección civil, prevención, rescate.", Neutro
69,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,322891227085837,Pobres  juanchos los chinos se los comen por habersen escapado   Hay cocos en el peligro que estan   jajajaja,"inundación, clima, desastres, agua",Negativo
70,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,1343395712918030,Bueno pero se ve que ya arrestaron a unos jajaja,"inundaciones, desastres naturales, prevención, protección civil",Neutro
71,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,835874848087141,Ahora como se va a llamar esa pan  de mia,"inundación, desastre natural, angustia, evacuación, inundaciones, riesgo, peligro",Neutro
72,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,840072487621958,70 no es nada. Que venga al Tarcoles y le cuento un cuento 😂😂😂,"inundación, desastre, natural, sociedad, comunidad, ayuda.",Neutro
73,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,654064206790154,Antonio Cheng,"inundación, desastre natural, riesgo, prevención.", neutro
74,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,1024885332017080,El río Tárcoles,"inundación, desastre natural, lluvia, agua, desastres.", neutro
75,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,361441556209006,Ticos: Novatos🤣🤣🤣,"inundación, desastre natural, agua, catástrofe, alivio.", negativo
76,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,279381011553872,3 días y ya no existen,"inundación, desastres naturales, supervivencia, ayuda humanitaria", Negativo
77,facebook,100064249467077,ed0cb3e210cdbdc93db28d5f1f2e2c31,Mundo: Durante una inundación.,1383308362261695,Ya están en el wok,"inundación, desastre natural, emergencia, desplazamientos, ayuda, asistencia.", Negativo
78,facebook,100064249467077,c925955ee793909910b2c45c99c2cef7,Espectáculos: Esto fue lo que le pasó a la artista mexicana durante un concierto en Chicago.,1031768004526652,Ya debe retirarse 🤦,"concierto, chicago, artista mexicana, espectáculos.",Negativo
79,facebook,100064249467077,23c64604f1b67d5866c14d2ac5be6af0,Mundo: El hecho ocurrió durante una transmisión en vivo.,1341923360033967,Cer do...,"transmisión en vivo, mundo, hecho",Neutro
80,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,7d466d7252f7f02b1434005037f92445,"Por favor checa lo que está sucediendo el la #Narvarte. Están invadiendo predios, cosas solas y lo que pueden, según para construir vivienda del #INVI. Sus líderes son de Iztapalapa","invi-morena, rodrigo chávez, esperanza chávez, vivienda, corrupción, impuestos.",Negativo
81,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,955b37751ea2a2b5a3bc90e6111dad73,"Hola Paola, tengo cita el viernes con una vecina pero si pudieras darme más datos, me ayudas mucho.","invi-morena, rodrigo chávez, esperanza chávez, corrupción, cártel inmobiliario, vivienda digna.", Neutro
82,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,c5a4ca423cb5f0f899f09bf786cd5ba6,"jajajaj que idiotas son ahora quieren acer una cortina de humo para taparle sus corruptelas a los paracitos prianistas,que se lo creean los apendejados molleras sumidas,esos si estan bien idiotas,ellos ya se acostumbraron a sus pendejadas que dicen.","instituto invi-morena, rodrigo chávez, esperanza chávez, cártel inmobiliario, vivienda digna.",Negativo
83,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,25ecc642bb5b637e05b9e059c52db18b,Abrazo mollera sumida,"invi-morena, rodrigo chávez, esperanza chávez, corrupción, cártel inmobiliario, pruebas, hechos, vivienda digna.", Neutral
84,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,fa8bc63201b61ed747391e687be0311b,Es verdad !,"invi-morena, rodrigo chávez, esperanza chávez, cártel inmobiliario, enriquecimiento, trafico de necesidades, vivienda digna.", positivo
85,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,f37dfedc8be04d0ea9c0574e2ba9b11b,Que gran trabajo diputada!,"invi-morena, rodrigo chávez, instituto, esperanza chávez, vivienda digna, cártel inmobiliario, enriquecimiento, necesidad.", Positivo
86,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,9fe29c22c8e430d39358fcc6075fecb9,Sigue así!! Es una injusticia que ahora nadie habla de las tranzas de todos los morenistas y los del bienestar.,"invi-morena, pruebas, hechos, rodrigo chávez, 40 millones, hermana esperanza chávez, enriquecimiento, tráfico, necesidad, vivienda digna.", Negativo
87,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,b969acc9a7e2c0c0d737e110410ee808,en Nápoles están construyendo varios edificios del INVI....,"inmobiliario, invi, rodrigo chávez, esperanza chávez, millones, vivienda, necesidad, digna.", Neutro
88,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,8b95247ca6a9d06ac2fc53d91cd486ce,Valiente protesta,"invi-morena, rodrigo chávez, esperanza chávez, cártel inmobiliario, vivienda digna.", positivo
89,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,43da1d4152f9034aff5e8e3758f6f500,"Una conocida me dijo que ella y su hermana tuvieron que darle c/u $200,000 EN EFECTIVO, en abonos a un tipo del INVI (no sé si es éste), para que pudieran adquirir uno de esos depas; esto adicional al pago del inmueble y a pesar de que c/u vive en depa de SU PROPIEDAD en la B.J.","invi-morena, rodrigo chávez, esperanza chávez, cártel inmobiliario, 40 millones, enriquecimiento, necesidad, vivienda digna.", Negativo
90,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,98cd2c24ebd39eebdf5beb165481a267,@_VicenteSerrano esta ahiiiiii,"invi-morena, rodrigo chávez, esperanza chávez, cártel inmobiliario, hechos, enriquecimiento, necesidad, vivienda digna.", Neutro
91,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,71e9fbcaa241b4161bff1ba5814d7ddd,Yo También exijo que se presente el contralor  YA BASTA de Tanto robo y desvergüenza,"invi-morena, rodrigo chávez, esperanza chávez, pruebas, hechos, instituto, enriquecimiento, vivienda digna.", Neutro
92,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,55f3ec09638c7df7868875468d363c70,Cuenta conmigo,"invi-morena, rodrigo chávez, esperanza chávez, 40 millones, necesidad, vivienda, honorabilidad.", Positivo
93,twitter,NA,1701413873448841448,Vamos a detener al cártel inmobiliario del INVI-Morena. Tenemos pruebas y lo demostramos con hechos: Rodrigo Chávez director del Instituto ha dado más de 40 millones a su hermana Esperanza Chávez.Se enriquecen y trafican con la necesidad de quien no tienen una vivienda digna.,e4e18a0229f295c1ec226cf23e8fe44a,Y ¡pum! Con eso se resuelve el problema de vivienda ¿no quieres ser presidente? Das el perfil de morena jajajaja,"cártel inmobiliario, invi-morena, rodrigo chávez, hermana esperanza chávez, trafico, vivienda digna.", Neutro
94,twitter,NA,1700961209552384147,Provocaciones estúpidas a la policía para que así Si la policía se defiende luego anden diciendo: -ay! Este es un gobierno totalitario opresor miren Cómo Rodrigo Chávez los mandan a que nos peguen!  Ojalá desaparezca el FA!,c6b9deb9bbb58d514b1eb904c5b2dd40,Estos son los mismos que: - el @FrenteAmplio adoctrina. - son los mismos que lucha por el medio ambiente pero dejaron en el olvido a Crucitas y cada fin de semana iniciando desde jueves van a los bares de Barrio la California y hacen el basurero,"policía, provocaciones, defensa, totalitarismo, rodrigo chávez, fa.", Neutro
95,twitter,NA,1700961209552384147,Provocaciones estúpidas a la policía para que así Si la policía se defiende luego anden diciendo: -ay! Este es un gobierno totalitario opresor miren Cómo Rodrigo Chávez los mandan a que nos peguen!  Ojalá desaparezca el FA!,4de86fade981835618f08e76fb7d2ae8,Típico del Fraude Amplio,"policía, gobierno, opresión, totalitarismo, provocaciones, rodrigo chávez, fa.", Negativo
